Instance Type,vCPUs,Memory (GiB),Features,Family,CSP,Platform,Category,Min. CPU Architecture,Max. CPU Architecture,Min. Year,Max. Year,Link,,,,,
c6g.8xlarge,32,64,#nolocalstorage #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6g.large,2,4,#nolocalstorage #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6g.medium,1,2,#nolocalstorage #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6g.metal,64,128,#nolocalstorage #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6g.xlarge,4,8,#nolocalstorage #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gd.12xlarge,48,96,#ssd #nvme #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gd.16xlarge,64,128,#ssd #nvme #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gd.2xlarge,8,16,#ssd #nvme #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gd.4xlarge,16,32,#ssd #nvme #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gd.8xlarge,32,64,#ssd #nvme #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gd.large,2,4,#ssd #nvme #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gd.medium,1,2,#ssd #nvme #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gd.metal,64,128,#ssd #nvme #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gd.xlarge,4,8,#ssd #nvme #ena,C6g,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gn.12xlarge,48,96,#nolocalstorage #ena,C6gn,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gn.16xlarge,64,128,#nolocalstorage #ena,C6gn,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gn.2xlarge,8,16,#nolocalstorage #ena,C6gn,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gn.4xlarge,16,32,#nolocalstorage #ena,C6gn,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gn.8xlarge,32,64,#nolocalstorage #ena,C6gn,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gn.large,2,4,#nolocalstorage #ena,C6gn,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gn.medium,1,2,#nolocalstorage #ena,C6gn,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6gn.xlarge,4,8,#nolocalstorage #ena,C6gn,AWS,Graviton,Compute Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/c6/,,,,,
c6i.12xlarge,48,96,#nolocalstorage #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6i.16xlarge,64,128,#nolocalstorage #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6i.24xlarge,96,192,#nolocalstorage #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6i.2xlarge,8,16,#nolocalstorage #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6i.32xlarge,128,256,#nolocalstorage #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6i.4xlarge,16,32,#nolocalstorage #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6i.8xlarge,32,64,#nolocalstorage #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6i.large,2,4,#nolocalstorage #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6i.metal,128,256,#nolocalstorage #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6i.xlarge,4,8,#nolocalstorage #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6id.12xlarge,48,96,#ssd #nvme #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6id.16xlarge,64,128,#ssd #nvme #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6id.24xlarge,96,192,#ssd #nvme #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6id.2xlarge,8,16,#ssd #nvme #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6id.32xlarge,128,256,#ssd #nvme #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6id.4xlarge,16,32,#ssd #nvme #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6id.8xlarge,32,64,#ssd #nvme #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6id.large,2,4,#ssd #nvme #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6id.metal,128,256,#ssd #nvme #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6id.xlarge,4,8,#ssd #nvme #ena,C6i,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6in.12xlarge,48,96,#nolocalstorage #ena,C6in,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6in.16xlarge,64,128,#nolocalstorage #ena,C6in,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6in.24xlarge,96,192,#nolocalstorage #ena,C6in,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6in.2xlarge,8,16,#nolocalstorage #ena,C6in,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6in.32xlarge,128,256,#nolocalstorage #ena,C6in,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6in.4xlarge,16,32,#nolocalstorage #ena,C6in,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6in.8xlarge,32,64,#nolocalstorage #ena,C6in,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6in.large,2,4,#nolocalstorage #ena,C6in,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6in.metal,128,256,#nolocalstorage #ena,C6in,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c6in.xlarge,4,8,#nolocalstorage #ena,C6in,AWS,Intel,Compute Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/c6i/,,,,,
c7a.12xlarge,48,96,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.16xlarge,64,128,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.24xlarge,96,192,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.2xlarge,8,16,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.32xlarge,128,256,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.48xlarge,192,384,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.4xlarge,16,32,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.8xlarge,32,64,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.large,2,4,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.medium,1,2,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.metal-48xl,192,384,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7a.xlarge,4,8,#nolocalstorage #ena,C7a,AWS,AMD,Compute Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/blogs/aws/new-amazon-ec2-c7a-instances-powered-by-4th-gen-amd-epyc-processors-for-compute-optimized-workloads/,,,,,
c7g.12xlarge,48,96,#nolocalstorage #ena,C7g,AWS,Graviton,Compute Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7g.16xlarge,64,128,#nolocalstorage #ena,C7g,AWS,Graviton,Compute Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7g.2xlarge,8,16,#nolocalstorage #ena,C7g,AWS,Graviton,Compute Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7g.4xlarge,16,32,#nolocalstorage #ena,C7g,AWS,Graviton,Compute Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7g.8xlarge,32,64,#nolocalstorage #ena,C7g,AWS,Graviton,Compute Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7g.large,2,4,#nolocalstorage #ena,C7g,AWS,Graviton,Compute Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7g.medium,1,2,#nolocalstorage #ena,C7g,AWS,Graviton,Compute Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7g.metal,64,128,#nolocalstorage #ena,C7g,AWS,Graviton,Compute Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7g.xlarge,4,8,#nolocalstorage #ena,C7g,AWS,Graviton,Compute Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7gn.12xlarge,48,96,#nolocalstorage #ena,C7gn,AWS,Graviton,Compute Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7gn.16xlarge,64,128,#nolocalstorage #ena,C7gn,AWS,Graviton,Compute Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7gn.2xlarge,8,16,#nolocalstorage #ena,C7gn,AWS,Graviton,Compute Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7gn.4xlarge,16,32,#nolocalstorage #ena,C7gn,AWS,Graviton,Compute Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7gn.8xlarge,32,64,#nolocalstorage #ena,C7gn,AWS,Graviton,Compute Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7gn.large,2,4,#nolocalstorage #ena,C7gn,AWS,Graviton,Compute Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7gn.medium,1,2,#nolocalstorage #ena,C7gn,AWS,Graviton,Compute Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7gn.xlarge,4,8,#nolocalstorage #ena,C7gn,AWS,Graviton,Compute Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/c7g/,,,,,
c7i.12xlarge,48,96,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
c7i.16xlarge,64,128,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
c7i.24xlarge,96,192,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
c7i.2xlarge,8,16,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
c7i.48xlarge,192,384,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
c7i.4xlarge,16,32,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
c7i.8xlarge,32,64,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
c7i.large,2,4,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
c7i.metal-24xl,96,192,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
c7i.metal-48xl,192,384,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
c7i.xlarge,4,8,#nolocalstorage #ena,C7i,AWS,Intel,Compute Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/c7i/,,,,,
d2.2xlarge,8,61,#ena,D2,AWS,Intel,Storage Optimized,Haswell,Haswell,2013,2013,https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/,,,,,
d2.4xlarge,16,122,#ena,D2,AWS,Intel,Storage Optimized,Haswell,Haswell,2013,2013,https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/,,,,,
d2.8xlarge,36,244,#ena,D2,AWS,Intel,Storage Optimized,Haswell,Haswell,2013,2013,https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/,,,,,
d2.xlarge,4,30.5,#ena,D2,AWS,Intel,Storage Optimized,Haswell,Haswell,2013,2013,https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/,,,,,
d3.2xlarge,8,64,#nvme #ena,D3,AWS,Intel,Storage Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/d3/,,,,,
d3.4xlarge,16,128,#nvme #ena,D3,AWS,Intel,Storage Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/d3/,,,,,
d3.8xlarge,32,256,#nvme #ena,D3,AWS,Intel,Storage Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/d3/,,,,,
d3.xlarge,4,32,#nvme #ena,D3,AWS,Intel,Storage Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/d3/,,,,,
d3en.12xlarge,48,192,#nvme #ena,D3en,AWS,Intel,Storage Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/d3/,,,,,
d3en.2xlarge,8,32,#nvme #ena,D3en,AWS,Intel,Storage Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/d3/,,,,,
d3en.4xlarge,16,64,#nvme #ena,D3en,AWS,Intel,Storage Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/d3/,,,,,
d3en.6xlarge,24,96,#nvme #ena,D3en,AWS,Intel,Storage Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/d3/,,,,,
d3en.8xlarge,32,128,#nvme #ena,D3en,AWS,Intel,Storage Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/d3/,,,,,
d3en.xlarge,4,16,#nvme #ena,D3en,AWS,Intel,Storage Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/d3/,,,,,
db.m4.10xlarge,40,160,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
db.m4.16xlarge,64,256,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
db.m4.2xlarge,8,32,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
db.m4.4xlarge,16,64,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
db.m4.large,2,8,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
db.m4.xlarge,4,16,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
db.m5.12xlarge,48,192,#nolocalstorage,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5.16xlarge,64,256,#nolocalstorage,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5.24xlarge,96,384,#nolocalstorage,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5.2xlarge,8,32,#nolocalstorage,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5.4xlarge,16,64,#nolocalstorage,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5.8xlarge,32,128,#nolocalstorage,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5.large,2,8,#nolocalstorage,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5.xlarge,4,16,#nolocalstorage,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5d.12xlarge,48,192,#ssd #nvme,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5d.16xlarge,64,256,#ssd #nvme,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5d.24xlarge,96,384,#ssd #nvme,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5d.2xlarge,8,32,#ssd #nvme,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5d.4xlarge,16,64,#ssd #nvme,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5d.8xlarge,32,128,#ssd #nvme,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5d.large,2,8,#ssd #nvme,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m5d.xlarge,4,16,#ssd #nvme,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
db.m6g.12xlarge,48,192,#nolocalstorage,M6g,AWS,Graviton,General Purpose,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/m6g/,,,,,
db.m6g.16xlarge,64,256,#nolocalstorage,M6g,AWS,Graviton,General Purpose,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/m6g/,,,,,
db.m6g.2xlarge,8,32,#nolocalstorage,M6g,AWS,Graviton,General Purpose,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/m6g/,,,,,
db.m6g.4xlarge,16,64,#nolocalstorage,M6g,AWS,Graviton,General Purpose,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/m6g/,,,,,
